"city","city_ascii","lat","lng","country","iso2","iso3","admin_name","capital","population","id"
"Sanya","Sanya","18.2591","109.5040","China","CN","CHN","Hainan","minor","362689","1156373900"
"Shangrao","Shangrao","28.4704","117.9700","China","CN","CHN","Jiangxi","minor","1144577","1156405492"
"Bose","Bose","23.8997","106.6133","China","CN","CHN","Guangxi","minor","175282","1156981113"
"Simao","Simao","22.7807","100.9782","China","CN","CHN","Yunnan","minor","162725","1156008347"
"Wuhan","Wuhan","30.5800","114.2700","China","CN","CHN","Hubei","admin","7243000","1156117184"
"Yichang","Yichang","30.7000","111.2800","China","CN","CHN","Hubei","minor","875000","1156764447"
"Jingdezhen","Jingdezhen","29.2704","117.1800","China","CN","CHN","Jiangxi","minor","457298","1156038165"
"Shiyan","Shiyan","32.5700","110.7800","China","CN","CHN","Hubei","minor","770000","1156383921"
"Lianyungang","Lianyungang","34.6004","119.1700","China","CN","CHN","Jiangsu","minor","715600","1156035381"
"Tongliao","Tongliao","43.6200","122.2700","China","CN","CHN","Inner Mongolia","minor","884000","1156358686"
"Kailu","Kailu","43.5837","121.2000","China","CN","CHN","Inner Mongolia","minor","2809","1156813834"
"Xiangfan","Xiangfan","32.0200","112.1300","China","CN","CHN","Hubei","minor","1069000","1156107325"
"Jinshi","Jinshi","29.6321","111.8517","China","CN","CHN","Hunan","minor","274000","1156062960"
"Xilinhot","Xilinhot","43.9443","116.0443","China","CN","CHN","Inner Mongolia","","120965","1156870717"
"Jincheng","Jincheng","35.5004","112.8300","China","CN","CHN","Shanxi","minor","760000","1156163376"
"Jining","Jining","41.0300","113.0800","China","CN","CHN","Inner Mongolia","","281716","1156261326"
"Yangquan","Yangquan","37.8700","113.5700","China","CN","CHN","Shanxi","minor","981448","1156157844"
"Ergun Zuoqi","Ergun Zuoqi","50.7833","121.5167","China","CN","CHN","Inner Mongolia","minor","42849","1156133257"
"Shuozhou","Shuozhou","39.3004","112.4200","China","CN","CHN","Shanxi","minor","570000","1156227167"
"Anxi","Anxi","40.5004","95.8000","China","CN","CHN","Gansu","minor","17886","1156339161"
"Pingdu","Pingdu","36.7904","119.9400","China","CN","CHN","Shandong","","91077","1156157078"
"Jinan","Jinan","36.6750","116.9950","China","CN","CHN","Shandong","admin","2798000","1156972469"
"Yuci","Yuci","37.6804","112.7300","China","CN","CHN","Shanxi","","840000","1156177817"
"Pingyi","Pingyi","35.5104","117.6200","China","CN","CHN","Shandong","","78254","1156542248"
"Guangzhou","Guangzhou","23.1450","113.3250","China","CN","CHN","Guangdong","admin","8829000","1156237133"
"Xigaze","Xigaze","29.2500","88.8833","China","CN","CHN","Tibet","minor","80000","1156107208"
"Changde","Changde","29.0300","111.6800","China","CN","CHN","Hunan","minor","1469000","1156449091"
"Datong","Datong","40.0800","113.3000","China","CN","CHN","Shanxi","","1873000","1156029637"
"Luoyang","Luoyang","34.6800","112.4701","China","CN","CHN","Henan","","1715000","1156069315"
"Shulan","Shulan","44.4091","126.9487","China","CN","CHN","Jilin","","78764","1156989733"
"Changchun","Changchun","43.8650","125.3400","China","CN","CHN","Jilin","admin","3183000","1156078103"
"Daan","Daan","45.5000","124.3000","China","CN","CHN","Jilin","","93297","1156912899"
"Beipiao","Beipiao","41.8100","120.7600","China","CN","CHN","Liaoning","","228515","1156378599"
"Huanghua","Huanghua","38.3704","117.3300","China","CN","CHN","Hebei","","120000","1156131099"
"Liaoyang","Liaoyang","41.2800","123.1800","China","CN","CHN","Liaoning","","794000","1156202749"
"Handan","Handan","36.5800","114.4800","China","CN","CHN","Hebei","","1631000","1156957080"
"Chengde","Chengde","40.9604","117.9300","China","CN","CHN","Hebei","","449325","1156197800"
"Tumen","Tumen","42.9700","129.8201","China","CN","CHN","Jilin","","99721","1156872358"
"Bayan Obo","Bayan Obo","41.7676","109.9711","China","CN","CHN","Inner Mongolia","minor","27476","1156031592"
"Alxa Zuoqi","Alxa Zuoqi","38.8390","105.6686","China","CN","CHN","Inner Mongolia","minor","56387","1156186483"
"Bairin Zuoqi","Bairin Zuoqi","43.9837","119.1834","China","CN","CHN","Inner Mongolia","minor","50000","1156448425"
"Linxi","Linxi","43.5171","118.0333","China","CN","CHN","Inner Mongolia","minor","679","1156608652"
"Jiaozuo","Jiaozuo","35.2500","113.2200","China","CN","CHN","Henan","","857000","1156157854"
"Tianshui","Tianshui","34.6000","105.9200","China","CN","CHN","Gansu","minor","1225000","1156137209"
"Taiyuan","Taiyuan","37.8750","112.5451","China","CN","CHN","Shanxi","admin","2913000","1156632014"
"Hulin","Hulin","45.7690","132.9922","China","CN","CHN","Heilongjiang","","42559","1156161638"
"Yunxian","Yunxian","32.8082","110.8136","China","CN","CHN","Hubei","minor","133558","1156455844"
"Chamdo","Chamdo","31.1667","97.2333","China","CN","CHN","Tibet","minor","100000","1156277802"
"Beijing","Beijing","39.9289","116.3883","China","CN","CHN","Beijing","primary","11106000","1156228865"
"Wuxi","Wuxi","31.5800","120.3000","China","CN","CHN","Jiangsu","minor","1749000","1156019650"
"Longjiang","Longjiang","47.3404","123.1800","China","CN","CHN","Heilongjiang","minor","106384","1156263974"
"Maanshan","Maanshan","31.7304","118.4800","China","CN","CHN","Anhui","minor","1366302","1156847452"
"Shangdu","Shangdu","41.5494","113.5339","China","CN","CHN","Inner Mongolia","minor","18831","1156174797"
"Changping","Changping","40.2248","116.1944","China","CN","CHN","Beijing","","614821","1156166828"
"Hanggin Houqi","Hanggin Houqi","40.8847","107.1400","China","CN","CHN","Inner Mongolia","minor","39954","1156161207"
"Changzhou","Changzhou","31.7800","119.9700","China","CN","CHN","Jiangsu","minor","1327000","1156185511"
"Fengjie","Fengjie","31.0504","109.5167","China","CN","CHN","Chongqing","minor","49168","1156185323"
"Weihai","Weihai","37.5000","122.1000","China","CN","CHN","Shandong","minor","560255","1156473300"
"Wuhu","Wuhu","31.3504","118.3700","China","CN","CHN","Anhui","minor","810000","1156315512"
"Gannan","Gannan","47.9204","123.5100","China","CN","CHN","Heilongjiang","minor","59239","1156081008"
"Jingmen","Jingmen","31.0304","112.1000","China","CN","CHN","Hubei","","400000","1156352568"
"Arxan","Arxan","47.1833","119.9666","China","CN","CHN","Inner Mongolia","minor","32023","1156692215"
"Orongen Zizhiqi","Orongen Zizhiqi","50.5667","123.7167","China","CN","CHN","Inner Mongolia","minor","40128","1156444032"
"Qingan","Qingan","46.8719","127.5118","China","CN","CHN","Heilongjiang","minor","53206","1156233891"
"Dali","Dali","25.7000","100.1800","China","CN","CHN","Yunnan","","156685","1156840276"
"Baoshan","Baoshan","25.1200","99.1500","China","CN","CHN","Yunnan","","1000000","1156546994"
"Lijiang","Lijiang","26.8000","100.2666","China","CN","CHN","Yunnan","","18445","1156828380"
"Yakeshi","Yakeshi","49.2804","120.7300","China","CN","CHN","Inner Mongolia","minor","116284","1156666223"
"Tailai","Tailai","46.3904","123.4100","China","CN","CHN","Heilongjiang","minor","75992","1156294977"
"Baiquan","Baiquan","47.6018","126.0819","China","CN","CHN","Heilongjiang","minor","70472","1156009118"
"Hailar","Hailar","49.2000","119.7000","China","CN","CHN","Inner Mongolia","","231171","1156106871"
"Guide","Guide","36.0451","101.4242","China","CN","CHN","Qinghai","minor","7642","1156514054"
"Wanzhou","Wanzhou","30.8200","108.4000","China","CN","CHN","Chongqing","","1680000","1156025536"
"Rongzhag","Rongzhag","30.9504","101.9167","China","CN","CHN","Sichuan","minor","70000","1156031323"
"Baishan","Baishan","41.9000","126.4300","China","CN","CHN","Jilin","minor","330000","1156960624"
"Jyekundo","Jyekundo","33.0166","96.7333","China","CN","CHN","Qinghai","minor","23000","1156604060"
"Jixi","Jixi","45.3000","130.9700","China","CN","CHN","Heilongjiang","minor","965000","1156393765"
"Xinyu","Xinyu","27.8000","114.9300","China","CN","CHN","Jiangxi","minor","913000","1156138735"
"Boli","Boli","45.7564","130.5759","China","CN","CHN","Heilongjiang","minor","95260","1156933394"
"Wuchuan","Wuchuan","41.0955","111.4408","China","CN","CHN","Inner Mongolia","minor","23776","1156060937"
"Xinqing","Xinqing","48.2363","129.5059","China","CN","CHN","Heilongjiang","","55415","1156618293"
"Linxia","Linxia","35.6000","103.2000","China","CN","CHN","Gansu","minor","534555","1156043522"
"Anda","Anda","46.4000","125.3200","China","CN","CHN","Heilongjiang","minor","181533","1156142150"
"Nancha","Nancha","47.1364","129.2859","China","CN","CHN","Heilongjiang","minor","121367","1156101860"
"Shihezi","Shihezi","44.3000","86.0299","China","CN","CHN","Xinjiang","minor","573182","1156232270"
"Yichun","Yichun","47.6999","128.9000","China","CN","CHN","Heilongjiang","minor","777000","1156757274"
"Karamay","Karamay","45.5899","84.8599","China","CN","CHN","Xinjiang","minor","108769","1156892128"
"Lanxi","Lanxi","46.2664","126.2760","China","CN","CHN","Heilongjiang","minor","72528","1156269575"
"Jiamusi","Jiamusi","46.8300","130.3500","China","CN","CHN","Heilongjiang","minor","1020000","1156350864"
"Suileng","Suileng","47.2460","127.1060","China","CN","CHN","Heilongjiang","minor","57789","1156128173"
"Suihua","Suihua","46.6304","126.9800","China","CN","CHN","Heilongjiang","minor","252245","1156235493"
"Zhaodong","Zhaodong","46.0804","125.9800","China","CN","CHN","Heilongjiang","minor","179980","1156601489"
"Hailun","Hailun","47.4504","126.9300","China","CN","CHN","Heilongjiang","minor","109881","1156804488"
"Zhuzhou","Zhuzhou","27.8300","113.1500","China","CN","CHN","Hunan","minor","1080000","1156041962"
"Nenjiang","Nenjiang","49.1800","125.2300","China","CN","CHN","Heilongjiang","minor","87236","1156694308"
"Qinggang","Qinggang","46.6900","126.1000","China","CN","CHN","Heilongjiang","minor","64182","1156115921"
"Ningan","Ningan","44.3313","129.4659","China","CN","CHN","Heilongjiang","minor","54636","1156629205"
"Yian","Yian","47.8804","125.3000","China","CN","CHN","Heilongjiang","minor","39924","1156612993"
"Mudangiang","Mudangiang","44.5750","129.5900","China","CN","CHN","Heilongjiang","minor","1244000","1156249698"
"Golmud","Golmud","36.4166","94.8833","China","CN","CHN","Qinghai","minor","107092","1156083724"
"Jiayuguan","Jiayuguan","39.8200","98.3000","China","CN","CHN","Gansu","minor","148279","1156177210"
"Pingxiang","Pingxiang","27.6200","113.8500","China","CN","CHN","Jiangxi","minor","961000","1156066465"
"Gyangze","Gyangze","28.9500","89.6333","China","CN","CHN","Tibet","minor","10000","1156755973"
"Zhucheng","Zhucheng","35.9900","119.3801","China","CN","CHN","Shandong","minor","1060000","1156935002"
"Zalantun","Zalantun","48.0000","122.7200","China","CN","CHN","Inner Mongolia","minor","138032","1156280237"
"Shangzhi","Shangzhi","45.2204","127.9700","China","CN","CHN","Heilongjiang","minor","96980","1156107332"
"Linkou","Linkou","45.2819","130.2519","China","CN","CHN","Heilongjiang","minor","77754","1156383623"
"Pingliang","Pingliang","35.5304","106.6801","China","CN","CHN","Gansu","minor","207256","1156216904"
"Zhangye","Zhangye","38.9300","100.4500","China","CN","CHN","Gansu","minor","230728","1156180353"
"Angangxi","Angangxi","47.1601","123.8000","China","CN","CHN","Heilongjiang","minor","24317","1156085832"
"Tieli","Tieli","46.9504","128.0500","China","CN","CHN","Heilongjiang","minor","109636","1156769379"
"Nagchu","Nagchu","31.4800","92.0500","China","CN","CHN","Tibet","minor","2500","1156260844"
"Ganzhou","Ganzhou","25.9200","114.9500","China","CN","CHN","Jiangxi","minor","1500000","1156832475"
"Hegang","Hegang","47.4000","130.3700","China","CN","CHN","Heilongjiang","minor","743307","1156541759"
"Qinzhou","Qinzhou","21.9504","108.6200","China","CN","CHN","Guangxi","minor","245376","1156106602"
"Beian","Beian","48.2390","126.4820","China","CN","CHN","Heilongjiang","","154936","1156084414"
"Yangjiang","Yangjiang","21.8504","111.9700","China","CN","CHN","Guangdong","minor","872363","1156123172"
"Huaibei","Huaibei","33.9504","116.7500","China","CN","CHN","Anhui","","913000","1156142626"
"Wuhai","Wuhai","39.6647","106.8122","China","CN","CHN","Inner Mongolia","minor","218427","1156575615"
"Zixing","Zixing","25.9700","113.4000","China","CN","CHN","Hunan","minor","6618","1156682620"
"Anqing","Anqing","30.5000","117.0500","China","CN","CHN","Anhui","minor","580497","1156238875"
"Yaan","Yaan","29.9804","103.0800","China","CN","CHN","Sichuan","minor","340000","1156817119"
"Hotan","Hotan","37.0997","79.9269","China","CN","CHN","Xinjiang","minor","261730","1156111844"
"Ürümqi","Urumqi","43.8050","87.5750","China","CN","CHN","Xinjiang","admin","2151000","1156051276"
"Lianxian","Lianxian","24.7815","112.3825","China","CN","CHN","Guangdong","minor","203639","1156020454"
"Wuwei","Wuwei","37.9280","102.6410","China","CN","CHN","Gansu","minor","493092","1156760291"
